FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
002104,Polarisation de l'antenne,2,Polarisation circulaire droite,,,,,Operational
002104,Polarisation de l'antenne,3,Polarisation circulaire gauche,,,,,Operational
002104,Polarisation de l'antenne,4,Polarisation horizontale et verticale,,,,,Operational
002104,Polarisation de l'antenne,5,Polarisation circulaire droite et gauche,,,,,Operational
002104,Polarisation de l'antenne,6,Polarisation quasi horizontale,,,,,Operational
002104,Polarisation de l'antenne,7,Polarisation quasi verticale,,,,,Operational
002104,Polarisation de l'antenne,8-14,En réserve,,,,,Operational
002104,Polarisation de l'antenne,15,Valeur manquante,,,,,Operational
002115,Type d'équipement d'observation en surface,0,Banque de données ponctuelles (PDB),,,,,Operational
002115,Type d'équipement d'observation en surface,1,RSOIS,,,,,Operational
002115,Type d'équipement d'observation en surface,2,ASOS,,,,,Operational
002115,Type d'équipement d'observation en surface,3,Psychromètre,,,,,Operational
002115,Type d'équipement d'observation en surface,4,F420,,,,,Operational
002115,Type d'équipement d'observation en surface,5-29,En réserve,,,,,Operational
002115,Type d'équipement d'observation en surface,30,Autre,,,,,Operational
002115,Type d'équipement d'observation en surface,31,Valeur manquante,,,,,Operational
002119,Fonctionnement de l'instrument RA-2,0,Mode d'étalonnage en fréquence intermédiaire (IF CAL),,,,,Operational
002119,Fonctionnement de l'instrument RA-2,1,Dispositif de test intégré - numérique (BITE DGT),,,,,Operational
002119,Fonctionnement de l'instrument RA-2,2,Dispositif de test intégré - radiofréquence (BITE RF),,,,,Operational
002119,Fonctionnement de l'instrument RA-2,3,Poursuite préréglée (PSET TRK),,,,,Operational
002119,Fonctionnement de l'instrument RA-2,4,Boucle de sortie préréglée,,,,,Operational
002119,Fonctionnement de l'instrument RA-2,5,Acquisition,,,,,Operational
002119,Fonctionnement de l'instrument RA-2,6,Poursuite,,,,,Operational
002119,Fonctionnement de l'instrument RA-2,7,Valeur manquante,,,,,Operational
002131,Commande de gain variable dans le temps,1,Commande de gain variable dans le temps opérationnelle,,,,,Operational
002131,Commande de gain variable dans le temps,2 bits mis à 1,Valeur manquante,,,,,Operational
002137,Rapport de double fréquence de répétition des impulsions du radar,1,3:2,,,,,Operational
002137,Rapport de double fréquence de répétition des impulsions du radar,2,4:3,,,,,Operational
002137,Rapport de double fréquence de répétition des impulsions du radar,3,5:4,,,,,Operational
002137,Rapport de double fréquence de répétition des impulsions du radar,4-14,En réserve,,,,,Operational
002137,Rapport de double fréquence de répétition des impulsions du radar,15,Valeur manquante,,,,,Operational
002138,Direction de rotation de l'antenne,1,Rotation dans le sens des aiguilles d'une montre,,,,,Operational
002138,Direction de rotation de l'antenne,2,Rotation dans le sens inverse des aiguilles d'une montre,,,,,Operational
002138,Direction de rotation de l'antenne,3,Valeur manquante,,,,,Operational
002139,Configuration de l'instrument SIRAL,0,SIRAL nominal,,,,,Operational
002139,Configuration de l'instrument SIRAL,1,SIRAL redondant,,,,,Operational
002139,Configuration de l'instrument SIRAL,2,Valeur manquante,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,0,En réserve,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,1,Spectrophotomètre de Brewer,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,2,Caver Teichert,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,3,Dobson,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,4,Dobson (Japon),,,,,Operational
002143,Type d'instrument de mesure de l'ozone,5,Ehmet,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,6,Télescope Fecker,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,7,Hoelper,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,8,Jodmètre,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,9,Ozonomètre à filtre M-83,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,10,Mast,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,11,Oxford,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,12,Paetzold,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,13,Regener,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,14,Réservé pour utilisation future,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,15,Ozonomètre à filtre Vassy,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,16,Iodure de carbone,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,17,Barboteur pour mesure de l'ozone en surface,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,18,Ozonomètre à filtre M-124,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,19,Sonde à cellule électrochimique,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,20-126,En réserve,,,,,Operational
002143,Type d'instrument de mesure de l'ozone,127,Valeur manquante,,,,,Operational
002144,Type de source lumineuse pour spectrophotomètres Brewer,0,Rayonnement solaire direct,,,,,Operational
002144,Type de source lumineuse pour spectrophotomètres Brewer,1,"Rayonnement solaire direct, atténuateur #1",,,,,Operational
002144,Type de source lumineuse pour spectrophotomètres Brewer,2,"Rayonnement solaire direct, atténuateur #2",,,,,Operational
002144,Type de source lumineuse pour spectrophotomètres Brewer,3,Mise au point sur la Lune,,,,,Operational
002144,Type de source lumineuse pour spectrophotomètres Brewer,4,Mise au point sur le Soleil,,,,,Operational
002144,Type de source lumineuse pour spectrophotomètres Brewer,5,Mise au point sur le Soleil avec corrections provenant de mesures du ciel adjacent,,,,,Operational
002144,Type de source lumineuse pour spectrophotomètres Brewer,6,Rayonnement du ciel au zénith,,,,,Operational
002144,Type de source lumineuse pour spectrophotomètres Brewer,7-14,En réserve,,,,,Operational
002144,Type de source lumineuse pour spectrophotomètres Brewer,15,Valeur manquante,,,,,Operational
002145,Longueurs d'ondes et réglage pour instruments Dobson,0,"Longueurs d'ondes AD, réglage normal",,,,,Operational
002145,Longueurs d'ondes et réglage pour instruments Dobson,1,"Longueurs d'ondes BD, réglage normal",,,,,Operational
002145,Longueurs d'ondes et réglage pour instruments Dobson,2,"Longueurs d'ondes CD, réglage normal",,,,,Operational
002145,Longueurs d'ondes et réglage pour instruments Dobson,3,"Longueurs d'ondes CC', réglage normal",,,,,Operational
002145,Longueurs d'ondes et réglage pour instruments Dobson,4,"Longueurs d'ondes AD, image mise au point",,,,,Operational
002145,Longueurs d'ondes et réglage pour instruments Dobson,5,"Longueurs d'ondes BD, image mise au point",,,,,Operational
002145,Longueurs d'ondes et réglage pour instruments Dobson,6,"Longueurs d'ondes CD, image mise au point",,,,,Operational
002145,Longueurs d'ondes et réglage pour instruments Dobson,7,"Longueurs d'ondes CC', image mise au point",,,,,Operational
002145,Longueurs d'ondes et réglage pour instruments Dobson,8-14,En réserve,,,,,Operational
002145,Longueurs d'ondes et réglage pour instruments Dobson,15,Valeur manquante,,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,0,Rayonnement solaire,,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,1,Rayonnement lunaire,,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,2,Rayonnement du ciel clair,,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,3,"Nuage au zénith (couche uniforme stratifiée, de faible opacité)",,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,4,"Nuage au zénith (couche uniforme ou modérément variable, d'opacité moyenne)",,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,5,"Nuage au zénith (couche uniforme ou modérément variable, de forte opacité)",,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,6,"Nuage au zénith (opacité très variable, avec ou sans précipitation)",,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,7,Nuage au zénith (brouillard),,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,8,Brume au zénith,,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,9,"Rayonnement solaire à travers un nuage, du brouillard ou de la brume légère",,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,10-14,En réserve,,,,,Operational
002146,État de la source lumineuse pour instruments Dobson,15,Valeur manquante,,,,,Operational
002147,Mode de transmission au centre de collecte des données,0,En réserve,,,,,Operational
002147,Mode de transmission au centre de collecte des données,1,Liaison spécialisée directe,,,,,Operational
002147,Mode de transmission au centre de collecte des données,2,Ligne commutée,,,,,Operational
002147,Mode de transmission au centre de collecte des données,3,Fournisseur d'accès Internet,,,,,Operational
002147,Mode de transmission au centre de collecte des données,4,"DCP par satellite (MTSAT, Météosat, etc.)",,,,,Operational
002147,Mode de transmission au centre de collecte des données,5,VSAT,,,,,Operational
002147,Mode de transmission au centre de collecte des données,6,"GAN*, BGAN**",,,,,Operational
002147,Mode de transmission au centre de collecte des données,7,Terminal THISS,,,,,Operational
002147,Mode de transmission au centre de collecte des données,8,Satellites Iridium,,,,,Operational
002147,Mode de transmission au centre de collecte des données,9,Téléphonie mobile,,,,,Operational
002147,Mode de transmission au centre de collecte des données,10-62,En réserve,,,,,Operational
002147,Mode de transmission au centre de collecte des données,63,Valeur manquante,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,0,En réserve,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,1,Argos,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,2,GPS,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,3,GOES DCP,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,4,METEOSAT DCP,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,5,ORBCOMM,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,6,INMARSAT,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,7,Iridium,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,8,Iridium et GPS,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,9,Argos-3,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,10,Argos-4,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,11-30,En réserve,,,,,Operational
002148,Système de collecte des données et/ou de positionnement,31,Valeur manquante,,,,,Operational
002149,Type de bouée de collecte de données,0,Bouée dérivante non précisée,,,,,Operational
002149,Type de bouée de collecte de données,1,Bouée dérivante lagrangienne standard,,,,,Operational
002149,Type de bouée de collecte de données,2,Bouée dérivante standard de type PEMG (bouée dérivante météorologique non lagrangienne),,,,,Operational
002149,Type de bouée de collecte de données,3,Bouée dérivante de type PEMG de mesure du vent (bouée dérivante météorologique non lagrangienne),,,,,Operational
002149,Type de bouée de collecte de données,4,Bouée dérivante posée sur la glace,,,,,Operational
002149,Type de bouée de collecte de données,5,Bouée dérivante lagrangienne standard SVPG avec GPS,,,,,Operational
002149,Type de bouée de collecte de données,6,Bouée dérivante SVP-HR avec capteur de température haute résolution ou chaîne à thermistance,,,,,Operational
002149,Type de bouée de collecte de données,7,En réserve,,,,,Operational
002149,Type de bouée de collecte de données,8,Flotteur immergé non précisé,,,,,Operational
002149,Type de bouée de collecte de données,9,SOFAR,,,,,Operational
002149,Type de bouée de collecte de données,10,ALACE,,,,,Operational
002149,Type de bouée de collecte de données,11,MARVOR,,,,,Operational
002149,Type de bouée de collecte de données,12,RAFOS,,,,,Operational
002149,Type de bouée de collecte de données,13,PROVOR,,,,,Operational
002149,Type de bouée de collecte de données,14,SOLO,,,,,Operational
002149,Type de bouée de collecte de données,15,APEX,,,,,Operational
002149,Type de bouée de collecte de données,16,Bouée ancrée non précisée,,,,,Operational
002149,Type de bouée de collecte de données,17,NOMAD,,,,,Operational
002149,Type de bouée de collecte de données,18,Diamètre de 3 mètres,,,,,Operational
002149,Type de bouée de collecte de données,19,Diamètre de 10-12 mètres,,,,,Operational
002149,Type de bouée de collecte de données,20,Série SADO 30,,,,,Operational
002149,Type de bouée de collecte de données,21,ATLAS (par exemple zone TAO),,,,,Operational
002149,Type de bouée de collecte de données,22,Bouée TRITON,,,,,Operational
002149,Type de bouée de collecte de données,23,Ancrage FLEX (par exemple zone TIP),,,,,Operational
002149,Type de bouée de collecte de données,24,Enregistreur de vagues omnidirectionnel,,,,,Operational
002149,Type de bouée de collecte de données,25,Enregistreur de vagues directionnel,,,,,Operational
002149,Type de bouée de collecte de données,26,Flotteur immergé ARGO,,,,,Operational
002149,Type de bouée de collecte de données,27,PALACE,,,,,Operational
002149,Type de bouée de collecte de données,28,NEMO,,,,,Operational
002149,Type de bouée de collecte de données,29,NINJA,,,,,Operational
002149,Type de bouée de collecte de données,30,Bouée/flotteur sur glaces dérivantes (POPS ou ITP),,,,,Operational
002149,Type de bouée de collecte de données,31-33,En réserve,,,,,Operational
002149,Type de bouée de collecte de données,34,Bouée ancrée océanographique,,,,,Operational
002149,Type de bouée de collecte de données,35,Bouée ancrée météorologique,,,,,Operational
002149,Type de bouée de collecte de données,36,Bouée ancrée multi-paramètres (OceanSITES),,,,,Operational
002149,Type de bouée de collecte de données,37,Marégraphe ou bouée Tsunami,,,,,Operational
002149,Type de bouée de collecte de données,38,Balise de glace,,,,,Operational
002149,Type de bouée de collecte de données,39,Bouée de mesure du bilan de masse des glaces,,,,,Operational
002149,Type de bouée de collecte de données,40-62,En réserve,,,,,Operational
002149,Type de bouée de collecte de données,63,Valeur manquante,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,0,En réserve,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,1,HIRS 1,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,2,HIRS 2,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,3,HIRS 3,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,4,HIRS 4,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,5,HIRS 5,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,6,HIRS 6,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,7,HIRS 7,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,8,HIRS 8,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,9,HIRS 9,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,10,HIRS 10,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,11,HIRS 11,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,12,HIRS 12,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,13,HIRS 13,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,14,HIRS 14,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,15,HIRS 15,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,16,HIRS 16,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,17,HIRS 17,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,18,HIRS 18,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,19,HIRS 19,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,20,HIRS 20,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,21,MSU 1,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,22,MSU 2,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,23,MSU 3,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,24,MSU 4,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,25,SSU 1,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,26,SSU 2,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,27,SSU 3,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,28,AMSU-A 1,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,29,AMSU-A 2,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,30,AMSU-A 3,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,31,AMSU-A 4,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,32,AMSU-A 5,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,33,AMSU-A 6,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,34,AMSU-A 7,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,35,AMSU-A 8,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,36,AMSU-A 9,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,37,AMSU-A 10,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,38,AMSU-A 11,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,39,AMSU-A 12,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,40,AMSU-A 13,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,41,AMSU-A 14,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,42,AMSU-A 15,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,43,AMSU-B 1/MHS 1,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,44,AMSU-B 2/MHS 2,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,45,AMSU-B 3/MHS 3,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,46,AMSU-B 4/MHS 4,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,47,AMSU-B 5/MHS 5,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,48,AVHRR 1,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,49,AVHRR 2,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,50,AVHRR 3a,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,51,AVHRR 3b,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,52,AVHRR 4,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,53,AVHRR 5,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,54-62,En réserve,,,,,Operational
002150,Numéro du canal de l'instrument TOVS/ATOVS/AVHRR,63,Valeur manquante,,,,,Operational
002151,Indicateur d'identification du radiomètre,0,HIRS,,,,,Operational
002151,Indicateur d'identification du radiomètre,1,MSU,,,,,Operational
002151,Indicateur d'identification du radiomètre,2,SSU,,,,,Operational
002151,Indicateur d'identification du radiomètre,3,AMSU-A1-1,,,,,Operational
002151,Indicateur d'identification du radiomètre,4,AMSU-A1-2,,,,,Operational
002151,Indicateur d'identification du radiomètre,5,AMSU-A2,,,,,Operational
002151,Indicateur d'identification du radiomètre,6,AMSU-B,,,,,Operational
002151,Indicateur d'identification du radiomètre,7,AVHRR,,,,,Operational
002151,Indicateur d'identification du radiomètre,8,En réserve,,,,,Operational
002151,Indicateur d'identification du radiomètre,9,MHS,,,,,Operational
002151,Indicateur d'identification du radiomètre,10-2046,En réserve,,,,,Operational
002151,Indicateur d'identification du radiomètre,2047,Valeur manquante,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,1,Sondeur en infrarouge à grand pouvoir séparateur (HIRS),,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,2,Sondeur à hyperfréquence (MSU),,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,3,Sondeur stratosphérique (SSU),,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,4,AMI mode vent,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,5,AMI mode vague,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,6,AMI mode image,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,7,Altimètre RADAR,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,8,ATSR,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,9,Imageur géostationnaire,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,10,Sondeur géostationnaire,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,11,Instrument de mesure géostationnaire du bilan radiatif de la Terre (GERB),,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,12,Radiomètre à balayage multibande,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,13,Imageur en orbite polaire,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,14-30,En réserve,,,,,Operational
002152,Instrument de satellite utilisé dans le traitement des données,31 bits mis à 1,Valeur manquante,,,,,Operational
002158,Instrument RA-2,1,Non-concordance du vecteur redondant - amplificateur de grande puissance,NOTES: RFSS: sous-système radiofréquence,PTR: réponse impulsionnelle de cible,,,Operational
002158,Instrument RA-2,2,Non-concordance du vecteur redondant - RFSS,NOTES: RFSS: sous-système radiofréquence,PTR: réponse impulsionnelle de cible,,,Operational
002158,Instrument RA-2,3,Bande d'étalonnage de la PTR: 320 MHz (Ku),NOTES: RFSS: sous-système radiofréquence,PTR: réponse impulsionnelle de cible,,,Operational
002158,Instrument RA-2,4,Bande d'étalonnage de la PTR: 80 MHz (Ku),NOTES: RFSS: sous-système radiofréquence,PTR: réponse impulsionnelle de cible,,,Operational
002158,Instrument RA-2,5,Bande d'étalonnage de la PTR: 20 MHz (Ku),NOTES: RFSS: sous-système radiofréquence,PTR: réponse impulsionnelle de cible,,,Operational
002158,Instrument RA-2,6,Bande d'étalonnage de la PTR: 160 MHz (S),NOTES: RFSS: sous-système radiofréquence,PTR: réponse impulsionnelle de cible,,,Operational
002158,Instrument RA-2,7,Paramètres d'étalonnage en vol disponibles pour la bande Ku,NOTES: RFSS: sous-système radiofréquence,PTR: réponse impulsionnelle de cible,,,Operational
002158,Instrument RA-2,8,Paramètres d'étalonnage en vol disponibles pour la bande S,NOTES: RFSS: sous-système radiofréquence,PTR: réponse impulsionnelle de cible,,,Operational
002158,Instrument RA-2,9 bits mis à 1,Valeur manquante,NOTES: RFSS: sous-système radiofréquence,PTR: réponse impulsionnelle de cible,,,Operational
002159,Instrument MWR,1,Manque d'uniformité de la température,NOTE: MWR: radiomètre à hyperfréquences,,,,Operational
002159,Instrument MWR,2,Données manquantes,NOTE: MWR: radiomètre à hyperfréquences,,,,Operational
002159,Instrument MWR,3,Canal redondant,NOTE: MWR: radiomètre à hyperfréquences,,,,Operational
002159,Instrument MWR,4,Protection du circuit d'alimentation,NOTE: MWR: radiomètre à hyperfréquences,,,,Operational
002159,Instrument MWR,5,Protection contre surtension ou surcharge,NOTE: MWR: radiomètre à hyperfréquences,,,,Operational
002159,Instrument MWR,6,En réserve,NOTE: MWR: radiomètre à hyperfréquences,,,,Operational
002159,Instrument MWR,7,En réserve,NOTE: MWR: radiomètre à hyperfréquences,,,,Operational
002159,Instrument MWR,8 bits mis à 1,Valeur manquante,NOTE: MWR: radiomètre à hyperfréquences,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,0,En réserve,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,1,De 10 à moins de 20 mm,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,2,En réserve,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,3,De 20 à moins de 40 mm,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,4,En réserve,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,5,De 40 à moins de 60 mm,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,6,En réserve,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,7,De 60 à moins de 90 mm,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,8,De 90 à moins de 110 mm,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,9,110 mm et plus,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,10-14,Non utilisé,,,,,Operational
002160,Longueur d'onde sur laquelle fonctionne le radar,15,Valeur manquante,,,,,Operational
002161,Méthode de traitement des données du vent,1-10,En réserve,,,,,Operational
002161,Méthode de traitement des données du vent,11,Hauteur du vent calculée à partir de la pression médiane de la cible au sommet des nuages,,,,,Operational
002161,Méthode de traitement des données du vent,12,La cible est nuageuse,,,,,Operational
002161,Méthode de traitement des données du vent,13,Inversion à faible niveau,,,,,Operational
002161,Méthode de traitement des données du vent,14,Méthode de contribution de la corrélation croisée (CCC),,,,,Operational
002161,Méthode de traitement des données du vent,15,Suivi «imbriqué»,,,,,Operational
002161,Méthode de traitement des données du vent,16 bits mis à 1,Valeur manquante,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,0,Éditeur automatique,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,1,Détermination de l'altitude dans le canal infrarouge,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,2,Détermination de l'altitude dans le canal de la vapeur d'eau,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,3,Détermination de l'altitude dans le canal H2O par interception,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,4,Détermination de l'altitude dans le canal CO2 par découpage,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,5,Gradient maximum dans les pixels à faible résolution,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,6,Gradient maximum dans les pixels à haute résolution,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,7,Détermination primaire de l'altitude,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,8,Détermination de l'épaisseur de la couche,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,9,Fonction de contribution cumulative - 10 % de l'altitude,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,10,Fonction de contribution cumulative - 50 % de l'altitude,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,11,Fonction de contribution cumulative - 90 % de l'altitude,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,12,Fonction de contribution cumulative – altitude du gradient maximal,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,13,Méthode du quotient - un canal infrarouge sur deux canaux vapeur d'eau,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,14,Détermination de l'altitude à partir de plusieurs éléments,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,15,Estimation optimale,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,16,Correction d'inversion,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,17,Détermination géométrique de l'altitude,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,18-62,En réserve,,,,,Operational
002162,Méthode élargie de détermination de l'altitude,63,Valeur manquante,,,,,Operational
002163,Méthode de détermination de l'altitude,0,Éditeur automatique,,,,,Operational
002163,Méthode de détermination de l'altitude,1,Détermination de l'altitude dans le canal infrarouge,,,,,Operational
002163,Méthode de détermination de l'altitude,2,Détermination de l'altitude dans le canal de la vapeur d'eau,,,,,Operational
002163,Méthode de détermination de l'altitude,3,Détermination de l'altitude dans le canal H2O par interception,,,,,Operational
002163,Méthode de détermination de l'altitude,4,Détermination de l'altitude dans le canal CO2 par découpage,,,,,Operational
002163,Méthode de détermination de l'altitude,5,Gradient maximum dans les pixels à faible résolution,,,,,Operational
